title,authors,average_rating,publication_year
Lila: An Inquiry Into Morals (Phaedrus  #2),Robert M. Pirsig,3.78,1992
Lila's Child: An Inquiry into Quality,Robert M. Pirsig/Dan Glover,3.58,2003
Swapping Lives,Jane Green,3.58,2006
Babyville,Jane Green,3.62,2004
To Have and to Hold,Jane Green,3.63,2005
Mr. Maybe,Jane Green,3.45,2002
Straight Talking,Jane Green,3.64,2002
Spellbound,Jane Green,3.63,2003
Babyville,Jane Green,3.62,2003
This Christmas,Jane Green/Jennifer Coburn/Liz Ireland,3.19,2009
Bookends,Jane Green,3.72,2002
Krik? Krak!: Récits,Edwidge Danticat/Nicole Tisserand,4.12,1997
Homelands: Women’s Journeys Across Race  Place  and Time,Patricia Justine Tumang/Edwidge Danticat/Jenesha de Rivera,4.43,2006
The Farming of Bones,Edwidge Danticat,4.07,1999
The Dew Breaker,Edwidge Danticat,3.8,2005
I Capture the Castle,Dodie Smith,4.0,1998
Conversations with Ernest Hemingway (Literary Conversations),Ernest Hemingway/Matthew J. Bruccoli,4.15,1986
The Rapture: Who Will Face the Tribulation,Tim LaHaye,3.5,2002
The Regime: Evil Advances  (Before They Were Left Behind  #2),Tim LaHaye/Jerry B. Jenkins,4.11,2006
The Rising: Antichrist is Born  (Before They Were Left Behind  #1),Tim LaHaye/Jerry B. Jenkins,4.2,2005
The Earth and Its Peoples: Volume II,Richard W. Bulliet/Daniel R. Headrick/David Northrup/Lyman L. Johnson/Pamela Kyle Crossley/Steven W. Hirsch/Steven Hirsch,4.07,2005
The Earth and Its Peoples: A Global History  Volume C: Since 1750,Richard W. Bulliet/Pamela Kyle Crossley/Steven Hirsch,2.0,2004
The Life of Charlotte Brontë,Elizabeth Gaskell/Angus Easson,3.91,2002
The Juvenilia of Jane Austen and Charlotte Brontë,Jane Austen/Charlotte Brontë/Frances Beer,3.86,1986
Selected Works of the Brontë Sisters: Jane Eyre / Villette / Wuthering Heights / Agnes Grey / The Tenant of Wildfell Hall,Charlotte Brontë/Emily Brontë/Anne Brontë,4.38,1998
Morgan's Passing,Anne Tyler,3.78,1996
Back When We Were Grownups,Anne Tyler,3.52,2004
Celestial Navigation,Anne Tyler,3.79,1996
Breathing Lessons,Anne Tyler,3.66,2006
The Tin Can Tree,Anne Tyler,3.6,1996
Inside the Mind of Gideon Rayburn (Midvale Academy  #1),Sarah Miller,3.39,2006
Patience & Sarah,Isabel Miller/Emma Donoghue,3.9,2005
The Razor's Edge,W. Somerset Maugham,4.19,2003
Razor's Edge: The Unofficial History of the Falklands War,Hugh Bicheno/Richard   Holmes,3.79,2007
Tom Jones,Henry Fielding/Doreen Roberts,3.74,1992
Clarissa  Or The History of a Young Lady,Samuel Richardson/Sheila Ortiz Taylor,3.37,2005
The Hitchhiker's Guide to the Galaxy: The Quintessential Phase (Hitchhiker's Guide: Radio Play  #5),Douglas Adams/Dirk Maggs/Simon  Jones/Geoffrey McGivern/Mark Wing-Davey/Susan  Sheridan/Sandra Dickinson/Stephen  Moore/William Franklyn/Rula Lenska/Sam  Burke,4.37,2005
The Secret of Shambhala: In Search of the Eleventh Insight (Celestine Prophecy  #3),James Redfield,4.0,2001
The Celestine Vision: Living the New Spiritual Awareness,James Redfield,4.07,1999
The Purpose of Your Life: Finding Your Place In The World Using Synchronicity  Intuition  And Uncommon Sense,Carol Adrienne/James Redfield,3.76,1999
The Janson Directive (Paul Janson  #1),Robert Ludlum,3.86,2003
The Moscow Vector (Covert-One  #6),Patrick Larkin/Robert Ludlum,3.98,2006
The Ambler Warning,Robert Ludlum,3.72,2006
Historical Romances: The Prince and the Pauper / A Connecticut Yankee in King Arthur’s Court / Personal Recollections of Joan of Arc,Mark Twain/Susan K. Harris,4.38,1994
Bleak House,Charles Dickens/Nicola Bradbury/Hablot Knight Browne,4.01,2006
Our Mutual Friend,Charles Dickens,4.07,2002
A Christmas Carol and Other Christmas Books,Charles Dickens/Robert Douglas-Fairhurst,3.96,2007
Little Dorrit,Charles Dickens/Stephen J. Wall/Helen Small,3.99,2003
Baseball: a Literary Anthology,Nicholas Dawidoff/Ernest Lawrence Thayer/Jacques Barzun/Robert Frost/John Updike/Leroy Satchel Paige/Bill Veeck/Murray Kempton/Jimmy Breslin/Marianne Moore/Gay Talese/Tallulah Bankhead/Albert G. Spalding/Nelson Algren/William Carlos Williams/James Weldon Johnson/Thomas Wolfe/James Thurber/Philip Roth/Jim Bouton/Dave Frishberg/Roger Kahn/Roger Angell/Damon Runyon/George Plimpton/A. Bartlett Giamatti/Amiri Baraka/Annie Dillard/Stephen Jay Gould/Stephen King/Richard Ford/Don DeLillo/Lawrence S. Ritter/Ring Lardner/Carl Sandburg/Heywood Broun/Bernard Malamud/Red  Smith,4.24,2002
The Bourne Ultimatum (Jason Bourne  #3),Robert Ludlum,4.05,2004
The Sigma Protocol,Robert Ludlum,3.8,2002
The Road to Gandolfo,Robert Ludlum/Michael  Shepherd,3.64,1992
The Arctic Event (Covert-One  #7),James H. Cobb/Robert Ludlum,4.01,2007
The Altman Code (Covert-One  #4),Gayle Lynds/Robert Ludlum/Don Leslie,3.95,2005
The Matlock Paper,Robert Ludlum,3.88,2005
Fat Pig,Neil LaBute,3.56,2004
Hickory Dickory Dock (Hercule Poirot  #32),Agatha Christie/Hugh Fraser,3.75,2006
A Caribbean Mystery (Miss Marple  #10),Agatha Christie,3.8,2000
Five Complete Miss Marple Novels: The Mirror Crack'd / A Caribbean Mystery / Nemesis / What Mrs. McGillicuddy Saw! / The Body in the Library,Agatha Christie,4.39,1990
At Bertram's Hotel,Agatha Christie,3.7,2000
Nemesis (Miss Marple  #12),Agatha Christie,3.85,2000
A Pocket Full of Rye: A BBC Radio 4 Full-Cast Dramatisation,Agatha Christie/Michael Bakewell/June Whitfield/Nicky Henson/Derek Waring/Natasha Pyne,3.86,2014
Murder at the Vicarage (Miss Marple  #1),Agatha Christie,4.05,2000
Miss Marple Omnibus Vol. 3 (Murder at the Vicarage / Nemesis / Sleeping Murder / At Bertram's Hotel),Agatha Christie,4.32,1997
The Dance of Anger,Harriet Lerner,4.06,2005
Dance of the Gods (Circle Trilogy  #2),Nora Roberts,4.15,2006
Barnyard Dance,Sandra Boynton,4.25,1993
The Dance of Intimacy: A Woman's Guide to Courageous Acts of Change in Key Relationships,Harriet Lerner,4.07,1989
4:50 from Paddington / A Pocket Full of Rye (BBC Presents: Two Miss Marple Dramas),Agatha Christie,3.94,1999
Blood Canticle (The Vampire Chronicles #10),Anne Rice,3.72,2004
The Vampire Armand (The Vampire Chronicles  #6),Anne Rice,3.76,2000
Violin,Anne Rice,3.28,2002
Cry to Heaven,Anne Rice,3.85,1995
Lasher (Lives of the Mayfair Witches  #2),Anne Rice,3.86,2004
Blood And Gold (The Vampire Chronicles  #8),Anne Rice,3.89,2002
Hot Stuff (Cate Madigan #1),Janet Evanovich/Leanne Banks,3.74,2007
Lovelock (Mayflower Trilogy  #1),Orson Scott Card/Kathryn H. Kidd,3.47,2001
Treasure Box,Orson Scott Card,3.33,1997
Songmaster,Orson Scott Card,3.74,2002
Stone Tables,Orson Scott Card,3.87,2000
William Faulkner: The Sound and the Fury and as I Lay Dying: Essays  Articles  Reviews,Nicolas Tredell,3.96,2000
Hart's Hope,Orson Scott Card,3.47,1983
Children of the Mind (Ender's Saga  #4),Orson Scott Card,3.76,2002
Maps in a Mirror: The Short Fiction of Orson Scott Card,Orson Scott Card,4.01,2004
How to Write Science Fiction & Fantasy,Orson Scott Card,3.9,2001
What Came Before He Shot Her (Inspector Lynley  #14),Elizabeth  George,3.56,2006
With No One as Witness (Inspector Lynley  #13),Elizabeth  George,4.04,2006
Deception on His Mind (Inspector Lynley  #9),Elizabeth  George,4.05,1998
Becoming a Woman of Beauty and Strength: Esther,Elizabeth George,4.27,2001
In Pursuit of the Proper Sinner (Inspector Lynley  #10),Elizabeth  George,4.1,
A Woman's High Calling Growth and Study Guide,Elizabeth George,4.15,2001
Living with Passion and Purpose: Luke (Woman After God's Own Heart),Elizabeth George,4.0,2005
Loving God with All Your Mind,Elizabeth George,4.43,2005
Ariel Sharon: A Life,Nir Hefez/Gadi Bloom/Mitch Ginsburg,3.72,2006
Life Management for Busy Woman: Growth and Study Guide,Elizabeth George,4.53,2002
A Wife After God's Own Heart Growth and Study Guide,Elizabeth George,4.69,2004
Lover of Unreason: Assia Wevill  Sylvia Plath's Rival and Ted Hughes' Doomed Love,Yehuda Koren/Eilat Negev,3.92,2006
The Journals of Sylvia Plath,Sylvia Plath/Karen V. Kukil,4.31,2013
Letters Home,Sylvia Plath,4.2,1999
The Poetry of Sylvia Plath,Claire Brennan,4.25,2001
Black Boy,Richard Wright/Edward P. Jones,4.05,2005
Angry Black White Boy,Adam Mansbach,3.55,2005
Bad Boys In Black Tie (Watson Brothers  #3),Lori Foster/Erin McCarthy/Morgan Leigh,3.73,2004
The Twits,Roald Dahl/Quentin Blake,3.96,2004
Far from the Madding Crowd,Thomas Hardy/Suzanne Keen,3.94,2002
Far From the Madding Crowd,Thomas Hardy/Rosemarie Morgan/Shannon Russell,3.94,2003
Far From the Madding Crowd,Thomas Hardy/Suzanne B. Falck-Yi/Linda M. Shires,3.94,2002
Far from the Madding Crowd,Thomas Hardy,3.94,1994
Middlemarch: An Authoritative Text  Backgrounds  Reviews and Criticism,George Eliot/Bert G. Hornback,3.96,1977
Slaughterhouse: The Shocking Story of Greed  Neglect  And Inhumane Treatment Inside the U.S. Meat Industry,Gail A. Eisnitz,4.35,2006
A Dance At The Slaughterhouse (Matthew Scudder  #9),Lawrence Block,4.18,2000
Slaughterhouse Blues: The Meat and Poultry Industry in North America,Donald D. Stull/Michael J. Broadway/Eric Schlosser,3.46,2003
Inky The Indigo Fairy (Rainbow Magic  #6),Daisy Meadows/Georgie Ripper,3.79,2006
Sunny The Yellow Fairy (Rainbow Magic  #3),Daisy Meadows/Georgie Ripper,3.82,2005
Sky The Blue Fairy (Rainbow Magic  #5),Daisy Meadows/Georgie Ripper,3.83,2005
Heather The Violet Fairy (Rainbow Magic  #7),Daisy Meadows/Georgie Ripper,3.86,2006
Ruby the Red Fairy (Rainbow Magic  #1),Daisy Meadows/Georgie Ripper,3.84,2005
Unweaving the Rainbow: Science  Delusion and the Appetite for Wonder,Richard Dawkins,4.02,2000
The Rainbow Goblins,Ul De Rico,4.42,1978
The Serpent and the Rainbow,Wade Davis,3.91,1997
The Rainbow,D.H. Lawrence/Daphne Merkin,3.69,2009
Standing in the Rainbow (Elmwood Springs  #2),Fannie Flagg,4.04,2004
The Scarlet Pimpernel,Emmuska Orczy/Margaret Brantley,4.07,2004
Adventures of the Scarlet Pimpernel,Emmuska Orczy,4.03,1983
Love's Enduring Promise (Love Comes Softly  #2),Janette Oke,4.19,2003
Of Human Bondage,W. Somerset Maugham/Benjamin DeMott/Maeve Binchy,4.13,2007
Phantoms in the Brain: Probing the Mysteries of the Human Mind,V.S. Ramachandran/Sandra Blakeslee/Oliver Sacks,4.26,1999
Mangoes & Curry Leaves: Culinary Travels Through the Great Subcontinent,Jeffrey Alford/Naomi Duguid,4.18,2005
Curry: A Tale of Cooks and Conquerors,Lizzie Collingham,3.9,2006
50 Great Curries of India,Camellia Panjabi,4.15,2005
Curries Without Worries,Sudha Koul/Warner Books,3.93,1996
In Search of Duende,Federico García Lorca/Norman Thomas di Giovanni,4.3,1998
The Selected Poems of Federico García Lorca,Federico García Lorca,4.32,1955
Lorca & Jimenez: Selected Poems,Federico García Lorca/Juan Ramón Jiménez/Robert Bly,4.34,1997
Also sprach Zarathustra: Ein Buch für Alle und Keinen.,Friedrich Nietzsche,4.06,2000
Seminar on Nietzsche's Zarathustra,C.G. Jung/James L. Jarrett,4.38,1997
The Polar Express,Chris Van Allsburg,4.3,2005
Trip To The North Pole (The Polar Express: The Movie),Ellen Weiss/Doyle Partners/Robert Zemeckis,3.62,2004
Blow Fly (Kay Scarpetta  #12),Patricia Cornwell,3.77,2004
The Gift of the Magi and Other Short Stories,O. Henry,4.15,1992
James and the Giant Peach,Roald Dahl/Nancy Ekholm Burkert,4.01,1978
Ten Short Stories Book & Cd Pack (Penguin Student Editions),Roald Dahl,3.84,2000
The Ultramarines Omnibus (Ultramarines #1-3),Graham McNeill,3.97,2008
Star Wars Omnibus: X-Wing Rogue Squadron  Vol. 2,Michael A. Stackpole/Jan Strnad/Ryder Windham/Jordi Ensign/John Nadeau/Gary Erskine,3.88,2006
The Soul Drinkers Omnibus (Soul Drinkers #1-3),Ben Counter,3.77,2006
James and the Giant Peach,Roald Dahl/Quentin Blake,4.01,1998
James and the Giant Peach: a Play,Richard R. George/Roald Dahl,4.0,2007
James & The Giant Peach (Disney's),Roald Dahl/Karey Kirkpatrick/Lane Smith,4.03,1996
The Progress of Love,Alice Munro,4.14,2000
A Memoir of Jane Austen and Other Family Recollections,J.E. Austen Leigh/Caroline Austen/Henry Austen/Anna Austen Lefroy/Kathryn Sutherland,3.83,2002
The Jane Austen Cookbook,Maggie Black/Deirdre Le Faye,3.93,2002
The Complete Novels,Jane Austen/Karen Joy Fowler,4.55,2006
The Cambridge Companion to Jane Austen,Edward Copeland/Juliet McMaster,4.09,1997
The Man Who Loved Jane Austen (The Man Who Loved Jane Austen #1),Sally Smith O'Rourke,3.37,2006
Jane Austen: A Life,Carol Shields,3.85,2005
The Complete Novels of Jane Austen,Jane Austen,4.55,2005
Persuasion,Jane Austen/Gillian Beer,4.14,2003
The History of England,Jane Austen/Cassandra Austen/Deirdre Le Faye/A.S. Byatt,3.89,1993
Jane and the Wandering Eye (Jane Austen Mysteries  #3),Stephanie Barron,3.86,2009
Dante: Poet of the Secular World,Erich Auerbach/Ralph Manheim/Michael Dirda,4.25,2007
Me Alquilo Para Soñar (Taller de Guión  #62),Gabriel García Márquez,3.83,2004
Silent Running,James F. Calvert,4.17,1997
La increíble y triste historia de la cándida Eréndira y de su abuela desalmada,Gabriel García Márquez,3.9,2004
The Story of a Shipwrecked Sailor,Gabriel García Márquez/Randolf Hogan,3.78,1989
El Dia Que Nietzsche Lloró,Irvin D. Yalom,4.32,2006
Zur Genealogie der Moral,Friedrich Nietzsche,4.11,1998
Nietzche and Philosophy,Gilles Deleuze/Michael Hardt,4.17,2006
The Will to Power,Friedrich Nietzsche/Walter Kaufmann/R.J. Hollingdale,4.05,2011
The Story of Philosophy: The Lives and Opinions of the World's Greatest Philosophers,Will Durant,4.12,1991
The Oxford Companion to Philosophy,Ted Honderich,4.15,2005
South Park and Philosophy: You Know  I Learned Something Today,Robert Arp,3.43,2006
Superheroes and Philosophy: Truth  Justice  and the Socratic Way,Tom Morris/William Irwin,3.87,2005
The Simpsons and Philosophy: The D'oh! of Homer,William Irwin/Aeon J. Skoble/Mark T. Conard,3.47,2001
Philosophy for Dummies,Tom Morris,3.65,1999
The Philosophy of Andy Warhol (From A to B and Back Again),Andy Warhol,3.74,1977
Harry Potter and Philosophy: If Aristotle Ran Hogwarts,David Baggett/Shawn E. Klein,4.48,2004
Philosophy of Religion: An Anthology,Louis P. Pojman,3.94,2002
A History of Philosophy 1: Greece and Rome,Frederick Charles Copleston,4.1,2003
Western Philosophy: An Anthology,John Cottingham,4.04,1996
Star Wars and Philosophy: More Powerful than You Can Possibly Imagine,Kevin S. Decker/Jason T. Eberl/William Irwin/George Lucas/William O. Stephens/Walter Ritoku Robinson/Richard H. Dees/Judith A. Barad/Elizabeth F. Cooke/Richard Hanley/Jerold J. Abrams/Robert Arp/Jan-Erik Jones,4.05,2005
Bullshit and Philosophy,Gary L. Hardcastle/George A. Reisch,3.68,2006
The Consolation of Philosophy,Boethius/Victor Watts,3.98,1999
Philosophy of Mind: Classical and Contemporary Readings,David J. Chalmers,4.08,2002
The Undead and Philosophy: Chicken Soup for the Soulless,Richard V. Greene/K. Silem Mohammad,3.7,2006
Philosophy in a Time of Terror: Dialogues with Jürgen Habermas and Jacques Derrida,Jürgen Habermas/Jacques Derrida/Giovanna Borradori,3.89,2004
An Introduction to Political Philosophy,Jonathan Wolff,4.11,2006
A Source Book in Indian Philosophy,Sarvepalli Radhakrishnan/Charles Alexander Moore/Kapila/Nandalal Sinha/Kautilya/R. Shamasastry/Manu/Georg Bühler/Patañjali/Rama Prasada/Nāgārjuna/Hermann Oldenberg/Susumu Yamaguchi/Ganganatha Jha/Ramanuja/George Thibaut/Pratap Chandra Ray/Edward J. Thomas,4.13,1967
Philosophy: The Basics,Nigel Warburton,3.84,2004
A Young Person's Guide To Philosophy,Jeremy Weate/Peter Lawman,3.92,1998
Philosophy in the Flesh: The Embodied Mind and its Challenge to Western Thought,George Lakoff/Mark  Johnson,4.07,1999
Practical Philosophy,Immanuel Kant/Mary J. Gregor,4.1,1999
Discourse on Method and Meditations on First Philosophy,René Descartes/Donald A. Cress,3.71,1999
Readings in Classical Chinese Philosophy,Philip J. Ivanhoe/Bryan W. Van Norden,3.99,2005
Logic and Philosophy: A Modern Introduction,Alan Hausman/Paul Tidman,3.78,2006
History of Political Philosophy,Leo Strauss/Joseph Cropsey,4.17,1987
What Is Ancient Philosophy?,Pierre Hadot/Michael Chase,4.19,2004
Lectures on the History of Philosophy 1: Greek Philosophy to Plato,Georg Wilhelm Friedrich Hegel/E.S. Haldane/Frederick C. Beiser,4.05,1995
Seinfeld and Philosophy,William Irwin,3.5,1999
Introduction to the Philosophies of Research and Criticism in Education and the Social Sciences,James   Paul,2.75,2004
Introducing Philosophy,Dave Robinson/Chris Garratt/Judy Groves,3.56,2000
The Matrix and Philosophy: Welcome to the Desert of the Real,William Irwin/Gerald J. Erion/Barry  Smith/Carolyn Korsmeyer/Jonathan J. Sanford/Jason Holt/Theodore Schick Jr./Gregory Bassham/James Lawler/David Mitsuo Nixon,3.91,2002
A Short History of Modern Philosophy (Routledge Classics),Roger Scruton,3.8,2001
Ancient Philosophy,Anthony Kenny,3.98,2006
Woody Allen and Philosophy: [You Mean My Whole Fallacy Is Wrong?],Mark T. Conard/Aeon J. Skoble/Tom Morris/William Irwin,3.75,2004
Three Philosophies of Life: Ecclesiastes—Life As Vanity  Job—Life As Suffering  Song of Songs—Life As Love,Peter Kreeft,4.3,1990
Philosophy of Religion,John Harwood Hick,3.68,1989
Early Greek Philosophy,Jonathan Barnes,4.09,2002
Contemporary Political Philosophy,Will Kymlicka,4.0,2001
Buffy the Vampire Slayer and Philosophy: Fear and Trembling in Sunnydale,James B. South/William Irwin,4.06,2003
Philosophy: The Classics,Nigel Warburton,3.89,1998
The Oxford Handbook of Philosophy of Mathematics and Logic,Stewart Shapiro,4.25,2007
Three Books of Occult Philosophy,Cornelius Agrippa/Donald Tyson,4.1,1992
Philosophy Made Simple,Robert Hellenga,3.39,2007
The Philosophy of Biology,David L. Hull/Michael Ruse,3.89,1998
Ten Great Works of Philosophy,Robert Paul Wolff/René Descartes/David Hume/Immanuel Kant/John Stuart Mill/William  James/Plato/Aristotle/Anselm of Canterbury/Thomas Aquinas/Various,3.74,2002
Philosophy and the Mirror of Nature,Richard M. Rorty,4.01,1981
The Best American Sports Writing 2003,Buzz Bissinger/Glenn Stout/Elizabeth Gilbert/Bill Plaschke/Gary Smith/Michael J. Agovino,3.87,2003
Walking the Bible: A Journey by Land Through the Five Books of Moses,Bruce Feiler,3.87,2005
Mac OS X: Tiger Edition (The Missing Manual),David Pogue,3.79,2005
Astonishing X-Men  Volume 2: Dangerous,Joss Whedon/John Cassaday,4.19,2007
FINAL FANTASY X Official Strategy Guide,Dan Birlew,4.29,2001
Ultimate X-Men  Vol. 14: Phoenix?,Robert Kirkman/Ben Oliver/Tom Raney,3.7,2006
Astonishing X-Men  Volume 1: Gifted,Joss Whedon/John Cassaday,4.17,2006
Cross-X,Joe  Miller,3.8,2006
Astonishing X-Men  Volume 3: Torn,Joss Whedon/John Cassaday,4.24,2007
X/1999  Volume 01: Prelude,CLAMP,3.96,2003
X/1999  Volume 02: Overture,CLAMP/Fred Burke,4.03,2003
鋼之鍊金術師 1,Hiromu Arakawa/荒川弘/方郁仁,4.5,2004
鋼之鍊金術師 6,Hiromu Arakawa/荒川弘/方郁仁,4.58,2004
鋼之鍊金術師 10,Hiromu Arakawa/荒川弘/方郁仁,4.6,2005
鋼之鍊金術師 4,Hiromu Arakawa/荒川弘/方郁仁,4.55,2004
鋼之鍊金術師 9,Hiromu Arakawa/荒川弘/方郁仁,4.57,2004
鋼之鍊金術師 5,Hiromu Arakawa/荒川弘/方郁仁,4.56,2004
鋼之鍊金術師 2,Hiromu Arakawa/荒川弘/方郁仁,4.52,2004
鋼之鍊金術師 7,Hiromu Arakawa/荒川弘/方郁仁,4.57,2004
The Gospel According to Job,Mike Mason,4.46,2002
Avid Editing: A Guide for Beginning and Intermediate Users,Sam Kauffmann,3.83,2003
The Complete Poems (Poetry Library),D.H. Lawrence,4.01,1994
Complete Short Stories  Vol 2,D.H. Lawrence,4.03,1961
D.H. Lawrence and Italy: Twilight in Italy/Sea and Sardinia/Etruscan Places,D.H. Lawrence,3.68,1997
The Complete Poems,D.H. Lawrence/Vivian de Sola Pinto/Warren Roberts,4.01,1994
Sons and Lovers,D.H. Lawrence/Geoff Dyer,3.63,1999
The Woman Who Rode Away and Other Stories,D.H. Lawrence/Christa Jansohn,3.49,2002
Amnesia Moon,Jonathan Lethem,3.49,2005
Paul Revere's Ride,David Hackett Fischer,4.12,1995
The Great Wave: Price Revolutions and the Rhythm of History,David Hackett Fischer,3.97,1999
Growing Old in America: The Bland-Lee Lectures Delivered at Clark University,David Hackett Fischer,4.06,1978
Nathaniel Hawthorne: The Scarlet Letter: Essays  Articles  Reviews,Elmer Kennedy-Andrews,3.38,2000
The All-True Travels and Adventures of Lidie Newton,Jane Smiley,3.57,1998
The Age of Grief,Jane Smiley,3.81,2002
A Year at the Races: Reflections on Horses  Humans  Love  Money  and Luck,Jane Smiley,3.9,2005
Venetia,Georgette Heyer,4.1,2006
Lady of Quality,Georgette Heyer,3.88,2005
False Colours,Georgette Heyer,3.86,2005
Sylvester,Georgette Heyer/Joan Wolf,4.11,2004
The Convenient Marriage,Georgette Heyer,3.68,2005
Sprig Muslin,Georgette Heyer,3.81,2005
The Talisman Ring,Georgette Heyer,4.02,2005
The Nonesuch,Georgette Heyer,4.04,2005
The Foundling,Georgette Heyer/Kay Hooper,3.87,2003
Ali and Nino,Kurban Said/Jenia Graman,3.92,2000
Ali und Nino,Kurban Said,3.92,2002
Last Rights (Francis Hancock #1),Barbara Nadel,3.53,2006
Belshazzar's Daughter (Inspector Ikmen #1),Barbara Nadel,3.51,2006
Deep Waters (Cetin Ikmen  #4),Barbara Nadel,3.99,2002
After the Mourning (Francis Hancock #2),Barbara Nadel,3.42,2006
Spiritual Midwifery,Ina May Gaskin,4.38,2002
Monday Night Class,Stephen Gaskin,3.89,2005
Summer of the Dragon,Elizabeth Peters,3.92,2001
Devil May Care,Elizabeth Peters,3.87,2001
The Deeds of the Disturber (Amelia Peabody  #5),Elizabeth Peters,4.05,2000
The Mammoth Book of Egyptian Whodunnits,Mike Ashley/Elizabeth Peters/Lynda S. Robinson/Lauren Haney,3.91,2002
The Best American Classics,Cook's Illustrated Magazine/John  Burgoyne,4.14,2006
Cook's Illustrated 2005 (Cook's Illustrated Annuals),Cook's Illustrated Magazine,4.57,2005
Cook's Illustrated 2003 (Cook's Illustrated Annuals),Cook's Illustrated Magazine,4.69,2003
Cook's Illustrated 1995 (Cook's Illustrated Annuals),Cook's Illustrated Magazine,4.53,1995
Zelda's Cut,Philippa Gregory,2.94,2001
Thanksgiving on Thursday (Magic Tree House  #27),Mary Pope Osborne/Salvatore Murdocca,3.85,2002
Rurouni Kenshin  Volume 27,Nobuhiro Watsuki,4.38,2006
Ranma 1/2  Vol. 27 (Ranma ½ (US 2nd)  #27),Rumiko Takahashi,4.09,2004
Sukhoi Su-27 Flanker (WarbirdTech  #42),Yefim Gordon/Peter Davison,3.0,2006
1001 Illuminated Initial Letters: 27 Full-Color Plates,Owen    Jones,3.46,1988
Gold Rage (Wilderness  #27),David   Robbins/David Thompson,4.31,1999
Asfixia,Chuck Palahniuk,3.7,2006
Expectant Father,Melinda Curtis,3.6,2011
Horse Heaven,Jane Smiley,3.88,2003
White Oleander,Janet Fitch,3.96,2001
The Night Remembers (Night  #1),Kathleen Eagle,3.79,1998
The Mephisto Club (Rizzoli & Isles  #6),Tess Gerritsen,4.02,2006
Vanish (Rizzoli & Isles  #5),Tess Gerritsen,4.12,2006
Call After Midnight & Under The Knife,Tess Gerritsen,3.99,2006
The Sinner (Rizzoli & Isles  #3),Tess Gerritsen,4.13,2005
Body Double (Rizzoli & Isles  #4),Tess Gerritsen,4.17,2005
Life Support,Tess Gerritsen,3.99,1998
The Family that Couldn't Sleep,D.T. Max,3.91,2006
River Out of Eden: A Darwinian View of Life,Richard Dawkins/Lalla Ward,3.98,1996
Dragons of Eden: Speculations on the Evolution of Human Intelligence,Carl Sagan,4.18,1986
Eden: It's an Endless World  Volume 1 (Eden: It's an Endless World  #1),Hiroki Endo,3.97,2005
Demonic Males: Apes and the Origins of Human Violence,Richard W. Wrangham/Dale Peterson,4.03,1997
A Mad People's History of Madness,Dale Peterson,4.33,1982
A Primate's Memoir: A Neuroscientist's Unconventional Life Among the Baboons,Robert M. Sapolsky,4.35,2002
Blame It on the Brain: Distinguishing Chemical Imbalances  Brain Disorders  and Disobedience,Edward T. Welch,4.05,1998
Blame!  Vol. 7,Tsutomu Nihei,4.3,2007
The Berenstain Bears and the Blame Game,Stan Berenstain/Jan Berenstain,3.87,1997
Blame!  Vol. 8,Tsutomu Nihei,4.26,2007
The New Don't Blame Mother: Mending the Mother-Daughter Relationship,Paula J. Caplan,3.88,2000
Blame It on Paris,Laura Florand,3.53,2006
No Wind of Blame (Inspector Hemingway #1),Georgette Heyer,3.78,2006
Uncle John's Presents Blame It on the Weather: Amazing Weather Facts,David W. Phillips/Michael Parfit/Suzanne Chisholm/Bathroom Readers' Institute,3.57,2002
Who's To Blame (Sweet Valley High  #66),Francine Pascal/Kate William,3.36,1990
Blame! #1,Tsutomu Nihei,4.1,2000
Air Gear  Vol. 2 (Air Gear  #2),Oh! Great/大暮 維人,4.04,2006
Air Gear  Vol. 3 (Air Gear  #3),Oh! Great/大暮 維人,4.09,2007
Air Gear  Vol. 1 (Air Gear  #1),Oh! Great/大暮 維人,3.92,2006
Air Gear  Vol. 4 (Air Gear  #4),Oh! Great/大暮 維人,4.07,2007
Fire in the Minds of Men: Origins of the Revolutionary Faith,James H. Billington,4.54,1980
Mutant Message Down Under,Marlo Morgan,3.79,2004
Mutants & Masterminds: RPG,Steve Kenson/Ramón Pérez,3.81,2005
Mutants: On Genetic Variety and the Human Body,Armand Marie Leroi,4.05,2005
The New Mutants Classic  Vol. 1,Chris Claremont/Bob McLeod,3.75,2006
James Dean: The Mutant King: A Biography,David Dalton,4.07,2001
Dry,Augusten Burroughs,4.03,2004
Yes  Your Teen Is Crazy!: Loving Your Kid Without Losing Your Mind,Michael J. Bradley,4.29,2002
El Retrato De Dorian Gray,Oscar Wilde,4.08,2006
Henry IV  Part 1,William Shakespeare/Barbara A. Mowat/Paul Werstine,3.83,2005
Henry IV  Part 2,William Shakespeare/Barbara A. Mowat/Paul Werstine,3.8,2006
Henry IV  part II,William Shakespeare,3.8,2005
King Henry IV  Part 2,William Shakespeare/Arthur Raleigh Humphreys,3.8,1967
Piccole donne,Louisa May Alcott/Jame's Prunier/Laura Cangemi,3.98,2001
I Henry IV,William Shakespeare/Gordon McMullan,3.83,2003
Collected Plays: Henry IV  The Man with the Flower in His Mouth  Right You Are,Luigi Pirandello/Henry Reed,3.92,1987
Henry IV  Parts I & II,William Shakespeare/Ronald K. Levao,3.85,2006
Black Sunday,Thomas  Harris,3.6,2005
